Unnamed: 0,flat_data,Target,Path,height,width,channels,CircleArea,x_circle,y_circle,r_circle,b_mean_circle,g_mean_circle,r_mean_circle,b_var_circle,g_var_circle,r_var_circle,b_std_circle,g_std_circle,r_std_circle,HOG,HOG_max,HOG_min,HOG_mean,HOG_std,SIFT,SIFT_mean,SIFT_std
147,[0 0 8 ... 0 0 0],6,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 21 - Arancio - 32 mm 1000 ml/Product_Prod0091_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,278985.76,616,470,298,16.0,62.0,170.0,11.0,14.0,146.0,3.0,4.0,12.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999942121,0.0006105697717174677,0.016962463090124336,0.06553216025169459,[23.  0.  0. ...  0.  1.  6.],16.239063,42.224983
148,[0 0 0 ... 0 4 0],6,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 21 - Arancio - 32 mm 1000 ml/Product_Prod0001_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,278985.76,602,490,298,16.0,62.0,170.0,12.0,15.0,154.0,3.0,4.0,12.0,[0. 0. 0. ... 0. 0. 0.],0.999999999949457,0.0006357610894467653,0.016925467537228137,0.06562682521958974,[22.  0.  0. ...  0.  0.  1.],15.774357,42.42303
149,[0 0 8 ... 0 4 8],6,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 21 - Arancio - 32 mm 1000 ml/Product_Prod0079_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,275253.55,604,462,296,16.0,62.0,170.0,11.0,13.0,131.0,3.0,4.0,11.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999980729,0.0008812891984579168,0.016744505635367102,0.0652041382848934,[27.  0.  0. ...  0.  0.  1.],15.685938,42.435436
150,[0 0 8 ... 0 4 0],6,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 21 - Arancio - 32 mm 1000 ml/Product_Prod0011_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,275253.55,598,476,296,16.0,62.0,170.0,12.0,14.0,138.0,3.0,4.0,12.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999995355,0.0006577552289204267,0.016840303726401572,0.06539318339780559,[33.  0.  0. ...  0.  1.  3.],15.9817705,42.35638
151,[0 4 8 ... 0 4 0],6,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 21 - Arancio - 32 mm 1000 ml/Product_Prod0061_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,284631.2,602,468,301,16.0,62.0,167.0,11.0,15.0,168.0,3.0,4.0,13.0,[0. 0. 0. ... 0. 0. 0.],0.9999328358983685,0.0009064851647867719,0.01731272757693451,0.06611927338185584,[50.  1.  0. ...  1.  1.  1.],16.090746,42.285667
152,[0 0 8 ... 0 0 0],6,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211013 - Flipoff e Cap Parma - 21 - Arancio - 32 mm 1000 ml/Product_Prod0112_Cam00_Pre00_Img000_ResM001_ResImg000.png,1024,1280,3,282743.1,608,496,300,16.0,62.0,168.0,11.0,14.0,163.0,3.0,4.0,13.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999971056,0.0006297012395576114,0.01706972848254923,0.06618242378624584,[29.  0.  0. ...  0.  2.  2.],15.822443,42.394886
153,[0 8 0 ... 0 4 0],7,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211110 - Flipoff e Cap Parma/Product_Prod0065_Cam00_Pre00_Img000_ResM000_ResImg000.png,544,704,3,63347.02,378,248,142,235.0,72.0,16.0,32.0,4.0,2.0,6.0,2.0,2.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999242604,0.0006634309385981977,0.012111101922777453,0.06449770091882139,"[ 36.   0.   0.   0.   0.   0.   0.   3. 189.   0.   0.   0.   0.   0.
   0.  33. 148.   1.   0.   0.   0.   0.   0.  17.   2.   1.   0.   0.
   0.   0.   0.   1.  58.   1.   0.   0.   0.   0.   0.   5. 189.   6.
   0.   0.   0.   0.   0.  38. 162.   4.   0.   0.   0.   0.   0.  11.
   3.   1.   0.   0.   0.   0.   0.   1.  56.   5.   0.   0.   0.   0.
   0.   0. 189.  51.   0.   0.   0.   0.   0.   3. 169.  14.   0.   0.
   0.   0.   0.   4.   2.   0.   0.   0.   0.   0.   1.   2.  29.   4.
   0.   0.   0.   0.   0.   0. 189.  63.   0.   0.   0.   0.   0.   0.
 153.  30.   0.   0.   0.   0.   0.   1.   3.   1.   0.   0.   0.   0.
   0.   1.  25.   0.   0.   0.   0.   0.   0.   3. 189.   0.   0.   0.
   0.   0.   0.  60. 158.   4.   1.   1.   0.   0.   0.  28.   1.   1.
   1.   2.   1.   1.   0.   0.  48.   1.   0.   0.   0.   0.   0.   4.
 189.   5.   0.   0.   0.   0.   0.  50. 165.   4.   0.   0.   0.   0.
   0.  16.   2.   1.   1.   1.   0.   0.   1.   1.  49.   4.   0.   0.
   0.   0.   0.   0. 189.  39.   0.   0.   0.   0.   0.   4. 166.  13.
   0.   0.   0.   0.   0.   4.   3.   2.   0.   0.   0.   0.   1.   2.
  31.   2.   0.   0.   0.   0.   0.   0. 189.  27.   0.   0.   0.   0.
   0.   0. 154.  14.   0.   0.   0.   0.   0.   1.   3.   1.   0.   0.
   0.   0.   1.   2.  30.   0.   0.   0.   0.   0.   0.   4. 185.   0.
   0.   0.   0.   0.   0.  58. 157.   1.   0.   0.   0.   0.   0.  26.
   5.   2.   0.   0.   0.   0.   0.   0.  54.   0.   0.   0.   0.   0.
   0.   4. 185.   3.   0.   0.   0.   0.   0.  46. 173.   2.   0.   0.
   0.   0.   0.  18.   4.   2.   0.   0.   0.   0.   0.   1.  56.   5.
   0.   0.   0.   0.   0.   1. 185.  39.   0.   0.   0.   0.   0.   6.
 167.  18.   0.   0.   0.   0.   0.   2.   4.   2.   0.   0.   0.   0.
   1.   1.  34.   3.   0.   0.   0.   0.   0.   0. 185.  34.   0.   0.
   0.   0.   0.   0. 157.  15.   0.   0.   0.   0.   0.   1.   5.   1.
   0.   0.   0.   0.   0.   1.  13.   0.   0.   0.   0.   0.   0.   2.
 182.   0.   0.   0.   0.   0.   0.  46. 165.   1.   0.   0.   0.   0.
   0.  25.   2.   1.   1.   0.   0.   0.   0.   1.  24.   0.   0.   0.
   0.   0.   0.   2. 182.   2.   0.   0.   0.   0.   0.  20. 182.   2.
   0.   0.   0.   0.   0.  10.   1.   1.   1.   1.   0.   0.   1.   0.
  25.   1.   0.   0.   0.   0.   0.   0. 182.  23.   0.   0.   0.   0.
   0.   2. 182.  10.   0.   0.   0.   0.   0.   2.   1.   0.   0.   0.
   0.   1.   1.   1.  16.   1.   0.   0.   0.   0.   0.   0. 182.  26.
   0.   0.   0.   0.   0.   0. 169.  11.   0.   0.   0.   0.   0.   2.
   2.   0.   0.   0.   1.   1.   1.   1.  34.   0.   0.   0.   0.   0.
   0.   3. 195.   0.   0.   0.   0.   0.   0.  25. 145.   0.   0.   0.
   0.   0.   0.  14.   3.   1.   0.   0.   0.   0.   0.   2.  52.   0.
   0.   0.   0.   0.   0.   3. 195.   2.   0.   0.   0.   0.   0.  22.
 164.   2.   0.   0.   0.   0.   0.  13.   1.   3.   1.   0.   0.   0.
   0.   0.  53.   2.   0.   0.   0.   0.   0.   1. 195.  29.   0.   0.
   0.   0.   0.   3. 163.  12.   0.   0.   0.   0.   0.   2.   1.   0.
   0.   0.   0.   0.   1.   1.  31.   3.   0.   0.   0.   0.   0.   0.
 195.  49.   0.   0.   0.   0.   0.   0. 149.  18.   0.   0.   0.   0.
   0.   0.   1.   0.   0.   0.   0.   0.   1.   0.]",14.267187,42.927322
154,[0 4 0 ... 0 4 0],7,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211110 - Flipoff e Cap Parma/Product_Prod0030_Cam00_Pre00_Img000_ResM000_ResImg000.png,544,704,3,63347.02,378,252,142,240.0,74.0,16.0,20.0,5.0,2.0,4.0,2.0,2.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999964985,0.00047344083476147494,0.012056249205572502,0.06435606783917901,[35.  0.  0. ...  1.  0.  0.],15.125,42.667744
155,[0 4 0 ... 0 4 0],7,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211110 - Flipoff e Cap Parma/Product_Prod0019_Cam00_Pre00_Img000_ResM000_ResImg000.png,544,704,3,62457.95,364,250,141,238.0,72.0,16.0,31.0,5.0,3.0,6.0,2.0,2.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999964151,0.0007527431681101397,0.01164965583174399,0.06427881867813051,[19.  0.  0. ...  2.  4.  1.],18.103516,41.449665
156,[0 8 0 ... 0 4 0],7,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211110 - Flipoff e Cap Parma/Product_Prod0153_Cam00_Pre00_Img000_ResM000_ResImg000.png,544,704,3,63347.02,380,254,142,237.0,72.0,16.0,31.0,4.0,2.0,6.0,2.0,1.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999995622,0.000880300422021022,0.012186208189640184,0.0649373185962273,[21.  0.  0. ...  1.  0.  0.],17.410156,41.729088
157,[0 8 0 ... 0 4 0],7,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211110 - Flipoff e Cap Parma/Product_Prod0118_Cam00_Pre00_Img000_ResM002_ResImg000.png,544,704,3,63347.02,380,254,142,236.0,72.0,16.0,27.0,3.0,2.0,5.0,2.0,1.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999995355,0.0004630970428078103,0.011953503628549378,0.06498055684211539,[22.  1.  0. ...  1.  0.  0.],17.889322,41.50956
158,[0 8 0 ... 0 4 0],7,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211110 - Flipoff e Cap Parma/Product_Prod0082_Cam00_Pre00_Img000_ResM000_ResImg000.png,544,704,3,56410.39,372,256,134,242.0,73.0,16.0,14.0,4.0,2.0,4.0,2.0,1.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999467222,0.0004262782357427595,0.010567318577159798,0.0615132211097476,"[ 31.   0.   0.   0.   0.   0.   0.   3. 195.   0.   0.   0.   0.   0.
   0.  42. 153.   1.   0.   0.   0.   0.   0.  17.   1.   0.   0.   0.
   0.   0.   1.   0.  54.   0.   0.   0.   0.   0.   0.   5. 195.   6.
   0.   0.   0.   0.   0.  51. 153.   3.   0.   0.   0.   0.   0.  17.
   0.   0.   0.   0.   0.   1.   1.   0.  56.   4.   0.   0.   0.   0.
   0.   1. 195.  44.   0.   0.   0.   0.   0.   4. 158.  14.   0.   0.
   0.   0.   0.   4.   1.   0.   0.   0.   1.   1.   1.   1.  32.   3.
   0.   0.   0.   0.   0.   0. 195.  48.   0.   0.   0.   0.   0.   0.
 145.  20.   0.   0.   0.   0.   0.   2.   1.   1.   1.   0.   1.   0.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   2.   0.   0.   0.   0.
   0.   2.  29.  18.   0.   0.   0.   0.   0.  17.  30.   3.   0.   0.
   0.   0.   0.   2.   0.   0.  28.   2.   0.   0.   0.   0.   0.  21.
 139.  30.   6.   6.   7.  35. 139. 139.  10.   6.   6.  29. 139. 139.
 139.  43.   0.   0.   0.   2.  31.  23.   0.   0.  33.  19.   0.   0.
   0.   0.   0.   3. 139. 139. 139.  37.   9.   9.  13.  50.  12.  44.
 139. 139. 139.  52.  14.  11.   0.   0.   1.  25.  39.   4.   0.   0.
   0.   2.   0.   0.   0.   0.   0.   0.   1.  29.  42.   4.   0.   0.
   0.   0.   0.   4.  46.  31.   0.   0.   0.   0.   0.   0.   1.   4.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   2.   0.   0.
   0.   0.   0.   2.  30.  21.   0.   0.   0.   0.   0.  22.  36.   4.
   0.   0.   0.   0.   0.   3.   0.   0.  30.   2.   0.   0.   0.   0.
   0.  16. 140.  37.   8.   5.   7.  29. 140. 140.  16.   9.  10.  38.
 140. 140. 140.  52.   0.   0.   0.   4.  47.  29.   1.   0.  30.  16.
   0.   0.   0.   0.   0.   2. 140. 140. 140.  29.   7.   5.   8.  36.
  15.  52. 140. 140. 140.  37.  10.   9.   0.   0.   1.  29.  47.   4.
   0.   0.   0.   2.   0.   0.   0.   0.   0.   0.   0.  21.  29.   2.
   0.   0.   0.   0.   0.   4.  36.  21.   0.   0.   0.   0.   0.   0.
   0.   3.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   2.
   1.   0.   0.   0.   0.   4.  42.  29.   0.   0.   0.   0.   0.  31.
  46.   4.   0.   0.   0.   0.   0.   4.   1.   0.  33.   3.   0.   0.
   0.   0.   0.  19. 139.  50.  13.   9.   9.  38. 139. 139.  12.  10.
  14.  52. 139. 139. 139.  43.   0.   0.   0.   4.  39.  24.   1.   0.
  28.  21.   0.   0.   0.   0.   0.   2. 139. 139. 139.  35.   7.   6.
   6.  30.   9.  42. 139. 139. 139.  29.   6.   6.   0.   0.   0.  22.
  30.   2.   0.   0.   0.   2.   0.   0.   0.   0.   0.   0.   0.  18.
  29.   2.   0.   0.   0.   0.   0.   3.  30.  17.   0.   0.   0.   0.
   0.   0.   0.   2.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   3.   0.   0.   0.   0.   0.   4.  36.  21.   0.   0.   0.   0.
   0.  21.  29.   2.   0.   0.   0.   0.   0.   2.   0.   0.  47.   4.
   0.   0.   0.   0.   1.  29. 140.  38.  10.   9.  16.  52. 140. 140.
   7.   5.   8.  36. 140. 140. 140.  29.   0.   0.   0.   2.  30.  16.
   0.   0.  47.  29.   1.   0.   0.   0.   0.   4. 140. 140. 140.  52.
  16.   9.  10.  38.   7.  29. 140. 140. 140.  37.   8.   6.   0.   0.
   0.  16.  30.   2.   0.   0.   0.   3.   0.   0.   0.   0.   0.   0.
   0.  22.  36.   4.   0.   0.   0.   0.   0.   2.  29.  21.   0.   0.
   0.   0.   0.   0.   0.   2.   0.   0.   0.   0.]",19.125,41.02366
159,[0 4 0 ... 0 4 0],7,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211110 - Flipoff e Cap Parma/Product_Prod0044_Cam00_Pre00_Img000_ResM000_ResImg000.png,544,704,3,62457.95,374,256,141,237.0,73.0,16.0,20.0,4.0,2.0,4.0,2.0,1.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999991938,0.0005787073846227048,0.011933424698464304,0.064682309710888,[33.  0.  0. ...  1.  0.  1.],18.68149,41.204746
160,[0 8 0 ... 0 4 0],7,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211110 - Flipoff e Cap Parma/Product_Prod0137_Cam00_Pre00_Img000_ResM000_ResImg000.png,544,704,3,62457.95,382,256,141,237.0,72.0,16.0,19.0,3.0,2.0,4.0,2.0,2.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999996652,0.0005192776125250218,0.012057411306520717,0.06435585012419155,[0. 0. 0. ... 1. 1. 6.],18.358725,41.299305
161,[0 4 0 ... 0 0 0],7,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211110 - Flipoff e Cap Parma/Product_Prod0081_Cam00_Pre00_Img000_ResM000_ResImg000.png,544,704,3,58106.85,374,254,136,241.0,73.0,16.0,14.0,4.0,2.0,4.0,2.0,1.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999968395,0.00042755870964320854,0.010828259545972602,0.06225890613613921,[26.  0.  0. ...  1.  0.  0.],16.77524,42.053036
162,[0 4 0 ... 0 4 0],7,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211110 - Flipoff e Cap Parma/Product_Prod0134_Cam00_Pre00_Img000_ResM000_ResImg000.png,544,704,3,62457.95,372,256,141,239.0,73.0,16.0,13.0,4.0,2.0,4.0,2.0,2.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999994603,0.0003443489776106769,0.01146368296449066,0.06491815915772936,[27.  0.  0. ...  1.  1.  1.],18.079687,41.484768
163,[0 8 0 ... 0 4 0],7,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211110 - Flipoff e Cap Parma/Product_Prod0150_Cam00_Pre00_Img000_ResM000_ResImg000.png,544,704,3,60698.66,366,260,139,236.0,72.0,16.0,20.0,3.0,2.0,4.0,2.0,1.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999993469,0.0004664836500890295,0.01126065066145508,0.06327439886352561,"[ 45.   0.   0.   0.   0.   0.   0.   4. 191.   0.   0.   0.   0.   0.
   0.  32. 150.   1.   0.   0.   0.   0.   0.  11.   1.   0.   0.   0.
   0.   0.   1.   1.  72.   1.   0.   0.   0.   0.   0.   6. 191.   6.
   0.   0.   0.   0.   0.  43. 155.   2.   0.   0.   0.   0.   0.  13.
   2.   0.   0.   0.   0.   0.   0.   1.  71.   6.   0.   0.   0.   0.
   0.   1. 191.  51.   0.   0.   0.   0.   0.   3. 160.  15.   0.   0.
   0.   0.   0.   2.   1.   0.   0.   1.   1.   0.   0.   0.  40.   4.
   0.   0.   0.   0.   0.   0. 191.  48.   0.   0.   0.   0.   0.   0.
 150.  19.   0.   0.   0.   0.   0.   0.   2.   0.   0.   0.   0.   0.
   0.   1.  31.   0.   0.   0.   0.   0.   0.   3. 190.   0.   0.   0.
   0.   0.   0.  42. 145.   0.   0.   0.   0.   0.   0.  15.   1.   1.
   0.   0.   0.   0.   0.   0.  52.   1.   0.   0.   0.   0.   0.   3.
 190.   5.   0.   0.   0.   0.   0.  32. 167.   1.   0.   0.   0.   0.
   0.   8.   1.   0.   0.   1.   1.   1.   0.   0.  47.   5.   0.   0.
   0.   0.   0.   0. 190.  53.   0.   0.   0.   0.   0.   4. 167.  16.
   0.   0.   0.   0.   0.   2.   1.   0.   0.   0.   2.   1.   0.   0.
  25.   3.   0.   0.   0.   0.   0.   0. 190.  44.   0.   0.   0.   0.
   0.   0. 161.  19.   0.   0.   0.   0.   0.   0.   1.   0.   1.   1.
   1.   0.   0.   1.  21.   0.   0.   0.   0.   0.   0.   2. 178.   0.
   0.   0.   0.   0.   0.  30. 177.   0.   0.   0.   0.   0.   0.  19.
   1.   0.   0.   0.   1.   0.   0.   1.  35.   0.   0.   0.   0.   0.
   0.   3. 178.   2.   0.   0.   0.   0.   0.  30. 178.   1.   0.   0.
   0.   0.   0.  13.   1.   0.   1.   1.   0.   0.   0.   0.  35.   3.
   0.   0.   0.   0.   0.   0. 178.  35.   0.   0.   0.   0.   0.   3.
 178.  15.   0.   0.   0.   0.   0.   2.   1.   0.   0.   0.   0.   0.
   1.   2.  19.   2.   0.   0.   0.   0.   0.   0. 178.  38.   0.   0.
   0.   0.   0.   0. 178.  22.   0.   0.   0.   0.   0.   0.   2.   1.
   0.   0.   1.   0.   0.   0.  16.   0.   0.   0.   0.   0.   0.   2.
 178.   0.   0.   0.   0.   0.   0.  38. 178.   0.   0.   0.   0.   0.
   0.  21.   2.   0.   0.   1.   1.   0.   0.   0.  30.   0.   0.   0.
   0.   0.   0.   2. 178.   3.   0.   0.   0.   0.   0.  38. 178.   1.
   0.   0.   0.   0.   0.  18.   2.   0.   0.   1.   0.   0.   0.   1.
  31.   2.   0.   0.   0.   0.   0.   0. 178.  26.   0.   0.   0.   0.
   0.   3. 178.  13.   0.   0.   0.   0.   0.   1.   2.   1.   0.   0.
   0.   0.   0.   1.  19.   2.   0.   0.   0.   0.   0.   0. 178.  27.
   0.   0.   0.   0.   0.   0. 178.  15.   0.   0.   0.   0.   0.   0.
   2.   0.   0.   0.   0.   0.   0.   1.]",14.115234,43.007
164,[0 4 0 ... 0 4 0],7,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211110 - Flipoff e Cap Parma/Product_Prod0045_Cam00_Pre00_Img000_ResM000_ResImg000.png,544,704,3,62457.95,374,254,141,237.0,72.0,16.0,19.0,3.0,2.0,4.0,2.0,1.0,[0. 0. 0. ... 0. 0. 0.],0.999999999992568,0.0005914883153298356,0.011622909493940538,0.06443573998581052,"[ 30.   0.   0.   0.   0.   0.   0.   3. 191.   0.   0.   0.   0.   0.
   0.  40. 153.   0.   0.   0.   0.   0.   0.  19.   0.   0.   0.   0.
   1.   1.   2.   1.  52.   0.   0.   0.   0.   0.   0.   5. 191.   6.
   0.   0.   0.   0.   0.  46. 159.   4.   0.   0.   0.   0.   0.  14.
   0.   1.   1.   2.   1.   0.   0.   1.  53.   4.   0.   0.   0.   0.
   0.   0. 191.  47.   0.   0.   0.   0.   0.   3. 162.  15.   0.   0.
   0.   0.   0.   2.   0.   1.   1.   1.   0.   1.   1.   0.  28.   3.
   0.   0.   0.   0.   0.   0. 191.  60.   0.   0.   0.   0.   0.   0.
 153.  25.   0.   0.   0.   1.   1.   1.   1.   0.   0.   0.   1.   2.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   3.   0.   0.   0.   0.
   0.   4.  33.  21.   0.   0.   0.   0.   0.  20.  28.   2.   0.   0.
   0.   0.   0.   2.   0.   0.  43.   4.   0.   0.   0.   0.   0.  26.
 140.  42.  11.  10.  15.  51. 140. 140.   8.   6.   9.  40. 140. 140.
 140.  32.   0.   0.   0.   2.  29.  16.   0.   0.  42.  26.   1.   0.
   0.   0.   0.   3. 140. 140. 140.  51.  15.   9.  10.  39.   8.  32.
 140. 140. 140.  37.   9.   6.   0.   0.   0.  16.  29.   2.   0.   0.
   0.   2.   0.   0.   0.   0.   0.   0.   0.  19.  32.   3.   0.   0.
   0.   0.   0.   2.  27.  19.   0.   0.   0.   0.   0.   0.   0.   2.
   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   2.   0.   0.
   0.   0.   0.   2.  27.  17.   0.   0.   0.   0.   0.  16.  28.   3.
   0.   0.   0.   0.   0.   1.   0.   0.  27.   2.   0.   0.   0.   0.
   0.  20. 140.  32.   7.   6.   8.  38. 140. 140.  10.   6.   7.  31.
 140. 140. 140.  42.   0.   0.   0.   2.  27.  19.   0.   0.  30.  18.
   0.   0.   0.   0.   0.   3. 140. 140. 140.  41.  10.   9.  13.  50.
  12.  43. 140. 140. 140.  51.  14.  10.   0.   0.   0.  21.  34.   4.
   0.   0.   0.   2.   0.   0.   0.   0.   0.   0.   0.  26.  40.   4.
   0.   0.   0.   0.   0.   3.  42.  28.   0.   0.   0.   0.   0.   0.
   0.   3.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.
   0.   0.   0.   0.   0.   2.  27.  19.   0.   0.   0.   0.   0.  19.
  32.   3.   0.   0.   0.   0.   0.   2.   0.   0.  29.   2.   0.   0.
   0.   0.   0.  16. 140.  37.   9.   6.   8.  32. 140. 140.  15.   9.
  10.  39. 140. 140. 140.  51.   0.   0.   0.   3.  42.  27.   1.   0.
  29.  16.   0.   0.   0.   0.   0.   2. 140. 140. 140.  32.   8.   6.
   9.  39.  15.  51. 140. 140. 140.  42.  11.  10.   0.   0.   0.  26.
  43.   4.   0.   0.   0.   2.   0.   0.   0.   0.   0.   0.   0.  20.
  28.   2.   0.   0.   0.   0.   0.   4.  33.  21.   0.   0.   0.   0.
   0.   0.   0.   3.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   2.   0.   0.   0.   0.   0.   4.  38.  25.   0.   0.   0.   0.
   0.  27.  42.   4.   0.   0.   0.   0.   0.   3.   0.   0.  29.   3.
   0.   0.   0.   0.   0.  17. 140.  49.  12.   9.   9.  38. 140. 140.
  12.  11.  13.  51. 140. 140. 140.  46.   0.   0.   0.   4.  35.  23.
   1.   0.  26.  18.   0.   0.   0.   0.   0.   2. 140. 140. 140.  36.
   7.   6.   7.  32.  10.  45. 140. 140. 140.  33.   7.   7.   0.   0.
   0.  20.  29.   2.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.
   0.  17.  27.   2.   0.   0.   0.   0.   0.   3.  29.  16.   0.   0.
   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.
   0.   0.   0.   3.   0.   0.   0.   0.   0.   4.  41.  29.   0.   0.
   0.   0.   0.  25.  38.   4.   0.   0.   0.   0.   0.   1.   0.   0.
  35.   4.   0.   0.   0.   0.   0.  23. 140.  52.  13.  10.  12.  45.
 140. 140.   9.   9.  13.  50. 140. 140. 140.  40.   0.   0.   0.   3.
  30.  17.   0.   0.  28.  20.   0.   0.   0.   0.   0.   2. 140. 140.
 140.  43.  10.   7.   7.  32.   8.  37. 140. 140. 140.  32.   7.   6.
   0.   0.   0.  20.  27.   2.   0.   0.   0.   1.   0.   0.   0.   0.
   0.   0.   0.  16.  28.   3.   0.   0.   0.   0.   0.   2.  27.  17.
   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.   0.  18.   0.
   0.   0.   0.   0.   0.   2. 178.   0.   0.   0.   0.   0.   0.  31.
 178.   0.   0.   0.   0.   0.   0.  17.   2.   0.   0.   1.   0.   0.
   1.   1.  31.   0.   0.   0.   0.   0.   0.   3. 178.   3.   0.   0.
   0.   0.   0.  34. 178.   2.   0.   0.   0.   0.   0.  17.   1.   0.
   0.   0.   0.   0.   1.   1.  32.   2.   0.   0.   0.   0.   0.   0.
 178.  34.   0.   0.   0.   0.   0.   4. 178.  19.   0.   0.   0.   0.
   0.   1.   2.   2.   1.   0.   0.   0.   0.   0.  18.   2.   0.   0.
   0.   0.   0.   0. 178.  34.   0.   0.   0.   0.   0.   0. 178.  18.
   0.   0.   0.   0.   0.   0.   1.   2.   1.   0.   0.   0.   0.   0.]",18.42076,41.346886
165,[0 4 0 ... 0 4 0],7,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211110 - Flipoff e Cap Parma/Product_Prod0039_Cam00_Pre00_Img000_ResM000_ResImg000.png,544,704,3,62457.95,370,250,141,240.0,73.0,16.0,21.0,5.0,2.0,5.0,2.0,1.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999932356,0.00032377945792200793,0.011896152620197728,0.06423365601066253,[55.  0.  0. ...  2.  1.  0.],18.762154,41.132183
166,[0 4 0 ... 0 4 0],7,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211110 - Flipoff e Cap Parma/Product_Prod0113_Cam00_Pre00_Img000_ResM000_ResImg000.png,544,704,3,62457.95,372,254,141,239.0,72.0,16.0,17.0,3.0,2.0,4.0,2.0,1.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999987568,0.000396372453130542,0.011219052464459839,0.06465883601946411,[34.  0.  0. ...  0.  0.  1.],17.842188,41.60315
167,[0 8 0 ... 0 0 0],7,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211110 - Flipoff e Cap Parma/Product_Prod0064_Cam00_Pre00_Img000_ResM000_ResImg000.png,544,704,3,62457.95,374,252,141,239.0,73.0,16.0,24.0,6.0,3.0,5.0,2.0,2.0,[0. 0. 0. ... 0. 0. 0.],0.9999881096035462,0.00040875182536082385,0.011930952898464119,0.06407462659761104,[24.  0.  0. ...  0.  0.  0.],17.572115,41.721413
168,[0 8 0 ... 0 4 0],7,/Users/davidesalvi/Desktop/stage_project_py/images/AllGood/20211110 - Flipoff e Cap Parma/Product_Prod0025_Cam00_Pre00_Img000_ResM000_ResImg000.png,544,704,3,60698.66,374,258,139,237.0,72.0,16.0,17.0,4.0,3.0,4.0,2.0,2.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999847801,0.0005708729591752342,0.011380465264818281,0.06356168670794624,[28.  0.  0. ...  0.  0.  0.],17.869532,41.60363
