Unnamed: 0,flat_data,Target,Path,height,width,channels,CircleArea,x_circle,y_circle,r_circle,b_mean_circle,g_mean_circle,r_mean_circle,b_var_circle,g_var_circle,r_var_circle,b_std_circle,g_std_circle,r_std_circle,HOG,HOG_max,HOG_min,HOG_mean,HOG_std,SIFT,SIFT_mean,SIFT_std,TEXTURE,New Target,New Target Name
95,[0 0 0 ... 0 0 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0147_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,271546.47,668,548,294,67.0,68.0,56.0,631.0,752.0,748.0,25.0,27.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999072884,0.0008033805974081,0.016068376321046,0.0648597768291002,[31.  4.  0. ...  2.  0. 11.],23.427496,38.720493,"[ 7.51811767e-01  1.38377040e+01  9.87772410e-01  5.65791953e+02
  9.04836709e-01  1.69577965e+01  2.24933011e+03  1.54868772e+00
  1.93019336e+00  4.45690610e-03  9.00063409e-01 -6.07835943e-01
  9.02449231e-01]",0,Black-Gold-250ml-1000ml
96,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0034_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,672,538,296,67.0,67.0,56.0,645.0,785.0,789.0,25.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999916912,0.0009195897428802,0.0163987034943827,0.0653346911782865,[15.  0.  0. ...  0.  0.  0.],23.759287,38.51661,"[ 7.47941798e-01  1.50972633e+01  9.86885736e-01  5.75556539e+02
  9.02131205e-01  1.71911103e+01  2.28712889e+03  1.56689912e+00
  1.96226553e+00  4.17518739e-03  9.21778993e-01 -6.01520323e-01
  9.02710516e-01]",0,Black-Gold-250ml-1000ml
97,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0075_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,277116.51,668,550,297,66.0,67.0,56.0,820.0,967.0,948.0,29.0,31.0,31.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999949808,0.0006564021408352,0.0160524278793635,0.0659728344589287,[20.  1.  0. ...  3.  0.  2.],23.228596,38.83905,"[ 7.45915057e-01  1.61189889e+01  9.86668734e-01  6.04502920e+02
  9.00336637e-01  1.73571984e+01  2.40189269e+03  1.59616824e+00
  2.00481723e+00  3.34875144e-03  9.43351485e-01 -5.98643783e-01
  9.05213918e-01]",0,Black-Gold-250ml-1000ml
98,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0061_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,277116.51,656,542,297,68.0,70.0,59.0,1054.0,1283.0,1287.0,32.0,36.0,36.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999536442,0.0007786493488776,0.0158764410005096,0.0654209197397143,[0. 0. 0. ... 0. 0. 0.],23.6075,38.609673,"[ 7.45913363e-01  1.60943729e+01  9.88269447e-01  6.85938709e+02
  8.99600254e-01  1.80578779e+01  2.72766046e+03  1.61479176e+00
  2.03507165e+00  3.13195862e-03  9.54292564e-01 -5.97743719e-01
  9.07390018e-01]",0,Black-Gold-250ml-1000ml
99,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0072_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,660,544,296,69.0,70.0,58.0,918.0,1037.0,1001.0,30.0,32.0,32.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999919872,0.0007924576712984,0.0160882673113031,0.0653691500125178,[31.  6.  0. ...  0.  0.  0.],23.60104,38.616753,"[ 7.47938815e-01  1.47491314e+01  9.88583165e-01  6.45880756e+02
  9.00803865e-01  1.78620020e+01  2.56877389e+03  1.58603891e+00
  1.99731028e+00  3.56519501e-03  9.37526572e-01 -5.98649995e-01
  9.04575940e-01]",0,Black-Gold-250ml-1000ml
100,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0033_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,668,542,296,66.0,66.0,55.0,656.0,785.0,770.0,26.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999902592,0.0003883573288084,0.0161631765978391,0.0653506682499116,[31.  2.  0. ...  0.  0.  6.],23.82075,38.47806,"[ 7.47940301e-01  1.70557745e+01  9.84856319e-01  5.63085940e+02
  9.02406838e-01  1.69730204e+01  2.23528799e+03  1.57072274e+00
  1.96205438e+00  4.40966672e-03  9.21734226e-01 -6.03353276e-01
  9.03444217e-01]",0,Black-Gold-250ml-1000ml
101,[0 0 0 ... 8 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0066_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,662,544,296,71.0,71.0,59.0,919.0,1014.0,971.0,30.0,32.0,31.0,[0. 0. 0. ... 0. 0. 0.],0.9999999998064272,0.0008076295677574,0.016253176777235,0.065413720437807,[ 25.   0.   0. ...  19. 101.   1.],23.409632,38.729206,"[ 7.47940605e-01  1.51958414e+01  9.88451140e-01  6.57837575e+02
  9.01825571e-01  1.81211082e+01  2.61615446e+03  1.58496643e+00
  1.99035783e+00  3.19586775e-03  9.27667851e-01 -6.03057189e-01
  9.05771170e-01]",0,Black-Gold-250ml-1000ml
102,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0027_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,674,546,296,66.0,67.0,55.0,609.0,745.0,743.0,25.0,27.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.9999999998693876,0.0007626109164637,0.0164127548937893,0.0651600790944874,[35.  0.  0. ...  2.  0.  1.],23.776464,38.50175,"[ 7.47941387e-01  1.57586689e+01  9.85897105e-01  5.58658568e+02
  9.02805729e-01  1.69848096e+01  2.21887560e+03  1.56796211e+00
  1.95334272e+00  4.59103661e-03  9.13222994e-01 -6.06793938e-01
  9.04080448e-01]",0,Black-Gold-250ml-1000ml
103,[0 0 0 ... 0 0 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0169_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,156228.13,656,552,223,58.0,53.0,40.0,338.0,336.0,295.0,18.0,18.0,17.0,[0. 0. 0. ... 0. 0. 0.],0.99999999997952,0.0016173901229478,0.0098213251358255,0.0512015644077093,[ 0.  0.  0. ... 19.  8.  8.],23.705538,38.545223,"[ 8.53230277e-01  5.75058038e+00  9.85328769e-01  1.95965921e+02
  9.47880774e-01  7.51975122e+00  7.78113104e+02  8.83865978e-01
  1.05747440e+00  5.93749152e-03  5.31589553e-01 -6.44045753e-01
  7.96023925e-01]",0,Black-Gold-250ml-1000ml
104,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0128_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,652,540,296,66.0,67.0,56.0,600.0,762.0,780.0,24.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999984543,0.0004856047462636,0.0165406392363513,0.0653843181483252,[24.  1.  0. ...  3.  0.  1.],23.6135,38.607166,"[ 7.47944387e-01  1.56700255e+01  9.86358201e-01  5.74294024e+02
  9.02885025e-01  1.72180715e+01  2.28150607e+03  1.56984301e+00
  1.95386147e+00  4.27032238e-03  9.10026104e-01 -6.08539734e-01
  9.04835999e-01]",0,Black-Gold-250ml-1000ml
105,[0 0 0 ... 0 0 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0154_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,660,546,296,68.0,69.0,57.0,614.0,769.0,786.0,25.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999998228376,0.0008068276555598,0.0166359916586254,0.0653601223040168,[20.  0.  0. ...  3.  0.  1.],23.141388,38.89453,"[ 7.47941366e-01  1.54134980e+01  9.87031473e-01  5.94217030e+02
  9.02309501e-01  1.75570590e+01  2.36145462e+03  1.56592507e+00
  1.95849194e+00  4.35773072e-03  9.17307166e-01 -6.03704998e-01
  9.03276764e-01]",0,Black-Gold-250ml-1000ml
106,[0 0 0 ... 0 0 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0115_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,160459.85,662,542,226,57.0,51.0,39.0,321.0,327.0,289.0,18.0,18.0,17.0,[0. 0. 0. ... 0. 0. 0.],0.9994136720041372,0.000921377913145,0.0102051449959998,0.0516693906769817,[31.  1.  0. ...  0.  0.  0.],23.715403,38.545486,"[ 8.48430430e-01  5.62802285e+00  9.85408491e-01  1.92837063e+02
  9.46653079e-01  7.58653237e+00  7.65720229e+02  9.17920483e-01
  1.09869766e+00  5.83896160e-03  5.43391321e-01 -6.46075892e-01
  8.05868303e-01]",0,Black-Gold-250ml-1000ml
107,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0140_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,662,542,296,67.0,68.0,56.0,615.0,716.0,705.0,25.0,27.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.9999999997724444,0.0008324143834113,0.0161372910066231,0.0654424053334657,[34.  0.  0. ...  6.  2. 26.],23.51887,38.668095,"[ 7.47930491e-01  1.66008272e+01  9.85509615e-01  5.72775808e+02
  9.02473073e-01  1.73063165e+01  2.27450240e+03  1.57306476e+00
  1.96624279e+00  4.26675994e-03  9.18513768e-01 -6.02279910e-01
  9.03365670e-01]",0,Black-Gold-250ml-1000ml
108,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0101_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,666,540,296,67.0,68.0,56.0,574.0,722.0,739.0,24.0,27.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999977696,0.0007131201888938,0.0166109277536066,0.0654091745433137,[33.  0.  0. ...  0.  0.  2.],23.257086,38.81784,"[ 7.47935950e-01  1.40159028e+01  9.87718800e-01  5.70578170e+02
  9.03126245e-01  1.72475782e+01  2.26829678e+03  1.56849731e+00
  1.95860447e+00  4.27059725e-03  9.09594017e-01 -6.05073459e-01
  9.03844320e-01]",0,Black-Gold-250ml-1000ml
109,[0 0 0 ... 8 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0144_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,159042.99,654,550,225,59.0,53.0,40.0,335.0,332.0,289.0,18.0,18.0,17.0,[0. 0. 0. ... 0. 0. 0.],0.9999999990733032,0.0018051171294592,0.0101554545462055,0.0515169289907977,[0. 0. 0. ... 0. 0. 0.],23.84547,38.466465,"[ 8.50001637e-01  5.13499902e+00  9.87443809e-01  2.04463885e+02
  9.47279853e-01  7.79497058e+00  8.12720542e+02  9.02753380e-01
  1.08277222e+00  5.66032924e-03  5.37540802e-01 -6.43935540e-01
  8.01406060e-01]",0,Black-Gold-250ml-1000ml
110,[0 0 0 ... 0 0 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0089_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,154830.12,668,538,222,58.0,53.0,40.0,576.0,571.0,492.0,24.0,24.0,22.0,[0. 0. 0. ... 0. 0. 0.],0.999999999965458,0.0005730195055993,0.0098270514601334,0.0508723924103725,[69.  3.  0. ...  0.  0.  0.],24.026543,38.35251,"[ 8.53224306e-01  9.92664696e+00  9.76681184e-01  2.12827000e+02
  9.48484933e-01  7.51862669e+00  8.41381355e+02  9.02473622e-01
  1.07928716e+00  3.57188347e-03  5.32318463e-01 -6.49723455e-01
  8.03700782e-01]",0,Black-Gold-250ml-1000ml
111,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0150_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,154830.12,652,540,222,59.0,53.0,40.0,371.0,367.0,316.0,19.0,19.0,18.0,[0. 0. 0. ... 0. 0. 0.],0.9999999998,0.0013407077461156,0.0099069404614462,0.0510212452636915,[43.  0.  0. ...  2.  0.  0.],23.43731,38.718346,"[ 8.53233990e-01  5.79066221e+00  9.85670866e-01  2.02042205e+02
  9.48786351e-01  7.60565547e+00  8.02378157e+02  8.95028522e-01
  1.06564263e+00  5.82965908e-03  5.24384491e-01 -6.51637097e-01
  8.01783372e-01]",0,Black-Gold-250ml-1000ml
112,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0111_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,664,548,296,68.0,68.0,56.0,597.0,741.0,747.0,24.0,27.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.999999999994424,0.0006757804749049,0.0166232831446832,0.0655764775633271,[27.  0.  0. ...  0.  0.  0.],23.558462,38.641514,"[ 7.47940273e-01  1.45821003e+01  9.87534128e-01  5.84834069e+02
  9.02181562e-01  1.74625772e+01  2.32475417e+03  1.56560181e+00
  1.95874307e+00  4.43078936e-03  9.16652087e-01 -6.02749883e-01
  9.02904046e-01]",0,Black-Gold-250ml-1000ml
113,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0062_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,656,544,296,70.0,70.0,58.0,852.0,991.0,960.0,29.0,31.0,31.0,[0. 0. 0. ... 0. 0. 0.],0.9999999996970412,0.0004096880849939,0.0157322055745461,0.0650709210269632,[0. 0. 0. ... 8. 0. 0.],22.883558,39.04076,"[ 7.47934885e-01  1.48412655e+01  9.88535898e-01  6.47236494e+02
  8.99691787e-01  1.79919172e+01  2.57410471e+03  1.58656927e+00
  2.00490566e+00  4.04854229e-03  9.50233994e-01 -5.92716136e-01
  9.02777759e-01]",0,Black-Gold-250ml-1000ml
114,[0 0 0 ... 0 0 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0023_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,666,554,296,67.0,68.0,56.0,619.0,761.0,757.0,25.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999951314,0.000844042557385,0.0164118530664607,0.0655020254908989,[0. 0. 0. ... 3. 0. 1.],23.647377,38.58888,"[ 7.47936699e-01  1.68194457e+01  9.85374113e-01  5.74941986e+02
  9.02023427e-01  1.72424170e+01  2.28294850e+03  1.57135826e+00
  1.96459785e+00  4.38007691e-03  9.22257596e-01 -6.03428299e-01
  9.03697864e-01]",0,Black-Gold-250ml-1000ml
115,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0076_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,662,542,296,70.0,71.0,59.0,947.0,1120.0,1113.0,31.0,33.0,33.0,[0. 0. 0. ... 0. 0. 0.],0.9999999998419752,0.000631904882924,0.0162609540694409,0.0654117875433193,[54.  0.  0. ... 13.  1. 14.],23.398031,38.73874,"[ 7.47940789e-01  1.54009776e+01  9.88569425e-01  6.73615837e+02
  9.00948113e-01  1.81467172e+01  2.67906237e+03  1.58826271e+00
  1.99707585e+00  3.14111518e-03  9.35437546e-01 -6.00388988e-01
  9.05265734e-01]",0,Black-Gold-250ml-1000ml
116,[0 0 0 ... 8 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0037_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,271546.47,660,542,294,68.0,68.0,56.0,615.0,751.0,753.0,25.0,27.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999861628,0.0007748572271612,0.0161696550108318,0.0647915457103749,[0. 0. 0. ... 0. 0. 3.],23.757408,38.52184,"[ 7.51804198e-01  1.40231343e+01  9.87781767e-01  5.73812937e+02
  9.03935055e-01  1.71049234e+01  2.28122861e+03  1.54182078e+00
  1.92992277e+00  4.47392236e-03  9.06969839e-01 -6.01966378e-01
  9.00001965e-01]",0,Black-Gold-250ml-1000ml
117,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0138_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,277116.51,668,552,297,66.0,67.0,56.0,596.0,753.0,770.0,24.0,27.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.999999999993805,0.0008581825692445,0.0167881563146384,0.0657045711995666,[52.  1.  0. ...  6. 76.  5.],23.626627,38.59908,"[ 7.45916918e-01  1.61062605e+01  9.85860365e-01  5.69497666e+02
  9.02106460e-01  1.72269822e+01  2.26188440e+03  1.58344201e+00
  1.97470920e+00  4.42777817e-03  9.18261841e-01 -6.06495863e-01
  9.05817786e-01]",0,Black-Gold-250ml-1000ml
118,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0165_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,153438.4,658,546,221,58.0,53.0,40.0,393.0,386.0,329.0,20.0,20.0,18.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999431112,0.0008833795221955,0.009780250664147,0.0506615537668063,[0. 0. 0. ... 1. 0. 0.],24.012547,38.3682,"[ 8.54774512e-01  5.90734271e+00  9.85102962e-01  1.98256104e+02
  9.48848037e-01  7.45653923e+00  7.87117073e+02  8.86117963e-01
  1.05438328e+00  5.83341106e-03  5.24539672e-01 -6.50800727e-01
  7.98910858e-01]",0,Black-Gold-250ml-1000ml
119,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0124_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,666,534,296,66.0,67.0,55.0,565.0,692.0,696.0,24.0,26.0,26.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999822716,0.0009783121701174,0.0166383096412362,0.0654874961040702,[55. 11.  0. ...  3.  0.  0.],23.656132,38.580925,"[ 7.47941507e-01  1.52391328e+01  9.86259214e-01  5.54477878e+02
  9.03084497e-01  1.70274516e+01  2.20267238e+03  1.56158009e+00
  1.94628737e+00  4.41298200e-03  9.10506798e-01 -6.06475417e-01
  9.03331141e-01]",0,Black-Gold-250ml-1000ml
120,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0171_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,650,546,296,68.0,69.0,57.0,599.0,748.0,762.0,24.0,27.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.999999999977883,0.000592565407585,0.0165163882585403,0.0653477581539699,[29.  0.  0. ...  3.  0.  3.],23.221142,38.846737,"[ 7.47938393e-01  1.44920395e+01  9.87711690e-01  5.89618032e+02
  9.02591487e-01  1.75260550e+01  2.34398009e+03  1.57123538e+00
  1.96376132e+00  4.31200989e-03  9.15654401e-01 -6.04775119e-01
  9.04170860e-01]",0,Black-Gold-250ml-1000ml
121,[0 0 0 ... 8 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0130_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,658,550,296,66.0,67.0,55.0,622.0,769.0,772.0,25.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999998581718,0.0007685761965144,0.0163169213287378,0.0653978490105575,[16.  2.  0. ...  2.  0.  0.],23.797947,38.49352,"[ 7.47931836e-01  1.37084288e+01  9.87909398e-01  5.66857686e+02
  9.02507117e-01  1.70739133e+01  2.25372232e+03  1.58147089e+00
  1.97457491e+00  4.38431316e-03  9.18080080e-01 -6.05298118e-01
  9.05323724e-01]",0,Black-Gold-250ml-1000ml
122,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0043_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,658,540,296,69.0,69.0,57.0,660.0,789.0,784.0,26.0,28.0,28.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999942054,0.0006437752686821,0.0163991322250521,0.0653772822861277,[39.  0.  0. ...  3.  1. 22.],23.39081,38.74538,"[ 7.47945348e-01  1.53009936e+01  9.87360445e-01  6.05232122e+02
  9.02377829e-01  1.77145313e+01  2.40562749e+03  1.56409276e+00
  1.95564818e+00  4.21965656e-03  9.20483525e-01 -6.02907359e-01
  9.02695613e-01]",0,Black-Gold-250ml-1000ml
123,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0081_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,277116.51,660,536,297,73.0,74.0,62.0,1210.0,1332.0,1273.0,35.0,36.0,36.0,[0. 0. 0. ... 0. 0. 0.],0.999999999961402,0.0005058462290724,0.0159752214216074,0.0658645879079491,[18.  0.  0. ...  0.  0.  1.],23.448797,38.71082,"[ 7.45930339e-01  1.57899812e+01  9.89581000e-01  7.57682682e+02
  8.99323798e-01  1.91707110e+01  3.01494075e+03  1.60586132e+00
  2.02293480e+00  3.32914095e-03  9.52388722e-01 -5.97658518e-01
  9.06341644e-01]",0,Black-Gold-250ml-1000ml
124,[0 0 0 ... 0 0 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0158_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,670,534,296,68.0,68.0,56.0,590.0,717.0,719.0,24.0,27.0,27.0,[0. 0. 0. ... 0. 0. 0.],0.9999999997190672,0.0008707490621248,0.0163487490139188,0.0653898996981602,[28.  0.  0. ...  7.  0.  0.],23.639954,38.59201,"[ 7.47926848e-01  1.49667936e+01  9.87094031e-01  5.79793345e+02
  9.02136455e-01  1.74270827e+01  2.30420659e+03  1.57780210e+00
  1.97523889e+00  4.15139642e-03  9.19883285e-01 -6.02021591e-01
  9.04042544e-01]",0,Black-Gold-250ml-1000ml
125,[0 0 0 ... 0 0 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0057_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,277116.51,662,544,297,68.0,69.0,58.0,852.0,985.0,960.0,29.0,31.0,31.0,[0. 0. 0. ... 0. 0. 0.],0.9999999997387754,0.0009111729153603,0.0162720198283151,0.0655369028502422,[21.  1.  0. ...  8.  0.  0.],23.847712,38.467445,"[ 7.45918491e-01  1.61268270e+01  9.87280615e-01  6.33892801e+02
  9.00109055e-01  1.78390958e+01  2.51944438e+03  1.59500617e+00
  1.99876765e+00  3.18570703e-03  9.40836820e-01 -6.01565182e-01
  9.05887942e-01]",0,Black-Gold-250ml-1000ml
126,[0 0 0 ... 0 4 0],0,/Users/davidesalvi/Desktop/stage_project_py/images_notonlygood/AllGood/20211013 - Flipoff e Cap Parma - 10 - Trasparente - Nero - Oro - 32 mm - 250 ml/Product_Prod0095_Cam00_Pre00_Img000_ResM031_ResImg000.png,1024,1280,3,275253.55,666,546,296,71.0,72.0,60.0,934.0,1108.0,1097.0,31.0,33.0,33.0,[0. 0. 0. ... 0. 0. 0.],0.9999999999673624,0.0007986078557307,0.0162311180555683,0.0654191973622958,[26.  0.  0. ...  0.  0.  0.],23.563284,38.63786,"[ 7.47939011e-01  1.58540743e+01  9.88507563e-01  6.89700890e+02
  9.00570901e-01  1.84505845e+01  2.74294949e+03  1.59144287e+00
  1.99808243e+00  3.53128973e-03  9.36876238e-01 -6.00642832e-01
  9.05452722e-01]",0,Black-Gold-250ml-1000ml
